"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Aquaculture","aquaculture:admin_fishing_rod",4100,0,"false","Admin Fishing Rod",""
"Aquaculture","aquaculture:diamond_fishing_rod",4099,0,"false","Diamond Fishing Rod",""
"Aquaculture","aquaculture:fish",4112,0,"true","Bluegill",""
"Aquaculture","aquaculture:fish",4112,1,"true","Perch",""
"Aquaculture","aquaculture:fish",4112,2,"true","Gar",""
"Aquaculture","aquaculture:fish",4112,3,"true","Bass",""
"Aquaculture","aquaculture:fish",4112,4,"true","Muskellunge",""
"Aquaculture","aquaculture:fish",4112,5,"true","Brown Trout",""
"Aquaculture","aquaculture:fish",4112,6,"true","Catfish",""
"Aquaculture","aquaculture:fish",4112,7,"true","Carp",""
"Aquaculture","aquaculture:fish",4112,8,"true","Blowfish",""
"Aquaculture","aquaculture:fish",4112,9,"true","Red Grouper",""
"Aquaculture","aquaculture:fish",4112,10,"true","Salmon",""
"Aquaculture","aquaculture:fish",4112,11,"true","Tuna",""
"Aquaculture","aquaculture:fish",4112,12,"true","Sword Fish",""
"Aquaculture","aquaculture:fish",4112,13,"true","Shark",""
"Aquaculture","aquaculture:fish",4112,14,"true","Whale",""
"Aquaculture","aquaculture:fish",4112,15,"true","Squid",""
"Aquaculture","aquaculture:fish",4112,16,"true","Jellyfish",""
"Aquaculture","aquaculture:fish",4112,17,"true","Frog",""
"Aquaculture","aquaculture:fish",4112,18,"true","Turtle",""
"Aquaculture","aquaculture:fish",4112,19,"true","Leech",""
"Aquaculture","aquaculture:fish",4112,20,"true","Pirahna",""
"Aquaculture","aquaculture:fish",4112,21,"true","Electric Eel",""
"Aquaculture","aquaculture:fish",4112,22,"true","Tambaqui",""
"Aquaculture","aquaculture:fish",4112,23,"true","Arapaima",""
"Aquaculture","aquaculture:fish",4112,24,"true","Cod",""
"Aquaculture","aquaculture:fish",4112,25,"true","Pollock",""
"Aquaculture","aquaculture:fish",4112,26,"true","Herring",""
"Aquaculture","aquaculture:fish",4112,27,"true","Halibut",""
"Aquaculture","aquaculture:fish",4112,28,"true","Pink Salmon",""
"Aquaculture","aquaculture:fish",4112,29,"true","Rainbow Trout",""
"Aquaculture","aquaculture:fish",4112,30,"true","Blackfish",""
"Aquaculture","aquaculture:fish",4112,31,"true","Capitaine",""
"Aquaculture","aquaculture:fish",4112,32,"true","Boulti",""
"Aquaculture","aquaculture:fish",4112,33,"true","Bagrid",""
"Aquaculture","aquaculture:fish",4112,34,"true","Syndontis",""
"Aquaculture","aquaculture:fish",4112,35,"true","Red Shrooma",""
"Aquaculture","aquaculture:fish",4112,36,"true","Brown Shrooma",""
"Aquaculture","aquaculture:fish",4112,37,"true","Goldfish",""
"Aquaculture","aquaculture:fish",4112,38,"true","Fish Bones",""
"Aquaculture","aquaculture:fishing_rod",4096,0,"false","Wooden Fishing Rod",""
"Aquaculture","aquaculture:food",4102,0,"true","Seaweed","cropSeaweed"
"Aquaculture","aquaculture:food",4102,1,"true","Algae",""
"Aquaculture","aquaculture:food",4102,2,"true","Raw Whale Steak",""
"Aquaculture","aquaculture:food",4102,3,"true","Raw Fish Fillet","listAllfishraw"
"Aquaculture","aquaculture:food",4102,4,"true","Cooked Fish Fillet","listAllfishcooked"
"Aquaculture","aquaculture:food",4102,5,"true","Cooked Whale Steak",""
"Aquaculture","aquaculture:food",4102,6,"true","Cooked Whale Burger",""
"Aquaculture","aquaculture:food",4102,7,"true","Frog Legs",""
"Aquaculture","aquaculture:food",4102,8,"true","Cooked Frog Legs",""
"Aquaculture","aquaculture:food",4102,9,"true","Turtle Soup",""
"Aquaculture","aquaculture:food",4102,10,"true","Sushi",""
"Aquaculture","aquaculture:gold_fishing_rod",4098,0,"false","Golden Fishing Rod",""
"Aquaculture","aquaculture:iron_fishing_rod",4097,0,"false","Iron Fishing Rod",""
"Aquaculture","aquaculture:loot",4101,0,"true","Driftwood",""
"Aquaculture","aquaculture:loot",4101,1,"true","Neptunium Ingot",""
"Aquaculture","aquaculture:loot",4101,2,"true","Tin Can",""
"Aquaculture","aquaculture:loot",4101,3,"true","Message In A Bottle",""
"Aquaculture","aquaculture:loot",4101,4,"true","Box",""
"Aquaculture","aquaculture:loot",4101,5,"true","Lockbox",""
"Aquaculture","aquaculture:loot",4101,6,"true","Treasure Chest",""
"Aquaculture","aquaculture:loot",4101,7,"true","Neptune's Bounty",""
"Aquaculture","aquaculture:neptunium_axe",4105,0,"false","Neptunium Axe",""
"Aquaculture","aquaculture:neptunium_boots",4111,0,"false","Neptunium Boots",""
"Aquaculture","aquaculture:neptunium_chestplate",4109,0,"false","Neptunium Chestplate",""
"Aquaculture","aquaculture:neptunium_helmet",4108,0,"false","Neptunium Helmet",""
"Aquaculture","aquaculture:neptunium_hoe",4106,0,"false","Neptunium Hoe",""
"Aquaculture","aquaculture:neptunium_leggings",4110,0,"false","Neptunium Leggings",""
"Aquaculture","aquaculture:neptunium_pickaxe",4103,0,"false","Neptunium Pickaxe",""
"Aquaculture","aquaculture:neptunium_shovel",4104,0,"false","Neptunium Shovel",""
"Aquaculture","aquaculture:neptunium_sword",4107,0,"false","Neptunium Sword",""
"Arcane Archives","arcanearchives:agegleam",4617,0,"false","Agegleam",""
"Arcane Archives","arcanearchives:brazier_of_hoarding",4646,0,"false","Brazier of Hoarding",""
"Arcane Archives","arcanearchives:chromatic_powder",4630,0,"false","Impossibly Colorless Chromatic Powder",""
"Arcane Archives","arcanearchives:cleansegleam",4618,0,"false","Cleansegleam",""
"Arcane Archives","arcanearchives:containment_field",4606,0,"false","Containment Field",""
"Arcane Archives","arcanearchives:debugorb",4599,0,"false","Dhi Bogh's Sphere of Divination",""
"Arcane Archives","arcanearchives:devouring_charm",4611,0,"false","Devouring Charm",""
"Arcane Archives","arcanearchives:elixirspindle",4624,0,"false","Elixirspindle",""
"Arcane Archives","arcanearchives:full_spectrum_chromatic_powder",4631,0,"false","Full-Spectrum Chromatic Powder",""
"Arcane Archives","arcanearchives:gemcutters_table",4642,0,"false","Gem Cutter's Table",""
"Arcane Archives","arcanearchives:gemsocket",4614,0,"false","Gem Socket",""
"Arcane Archives","arcanearchives:lectern_manifest",4641,0,"false","Manifest Lectern",""
"Arcane Archives","arcanearchives:letter_invitation",4602,0,"false","Letter of Invitation",""
"Arcane Archives","arcanearchives:letter_resignation",4603,0,"false","Letter of Resignation",""
"Arcane Archives","arcanearchives:manifest",4600,0,"false","Manifest",""
"Arcane Archives","arcanearchives:material_interface",4608,0,"false","Material Interface",""
"Arcane Archives","arcanearchives:matrix_brace",4607,0,"false","Matrix Brace",""
"Arcane Archives","arcanearchives:mindspindle",4623,0,"false","Mindspindle",""
"Arcane Archives","arcanearchives:monitoring_crystal",4644,0,"false","Monitoring Crystal",""
"Arcane Archives","arcanearchives:mountaintear",4625,0,"false","Mountaintear",""
"Arcane Archives","arcanearchives:munchstone",4621,0,"false","Munchstone",""
"Arcane Archives","arcanearchives:murdergleam",4616,0,"false","Murdergleam",""
"Arcane Archives","arcanearchives:orderstone",4622,0,"false","Orderstone",""
"Arcane Archives","arcanearchives:parchtear",4627,0,"false","Parchtear",""
"Arcane Archives","arcanearchives:phoenixway",4628,0,"false","Phoenixway",""
"Arcane Archives","arcanearchives:quartz_sliver",4633,0,"false","Sliver of Light",""
"Arcane Archives","arcanearchives:radiant_amphora",4605,0,"false","Radiant Amphora",""
"Arcane Archives","arcanearchives:radiant_chest",4636,0,"false","Radiant Chest",""
"Arcane Archives","arcanearchives:radiant_crafting_table",4637,0,"false","Radiant Crafting Table",""
"Arcane Archives","arcanearchives:radiant_dust",4609,0,"false","Radiant Dust",""
"Arcane Archives","arcanearchives:radiant_key",4632,0,"false","Radiant Key",""
"Arcane Archives","arcanearchives:radiant_lantern",4638,0,"false","Radiant Lantern",""
"Arcane Archives","arcanearchives:radiant_resonator",4639,0,"false","Radiant Resonator",""
"Arcane Archives","arcanearchives:radiant_tank",4645,0,"false","Radiant Tank",""
"Arcane Archives","arcanearchives:radiant_trove",4643,0,"false","Radiant Trove",""
